,Name_2005,ranking_2005,total_2005,mtn_2005,tt_2005,Name_2006,ranking_2006,total_2006,mtn_2006,tt_2006,Name_2007,ranking_2007,total_2007,mtn_2007,tt_2007,Name_2008,ranking_2008,total_2008,mtn_2008,tt_2008,Name_2010,ranking_2010,total_2010,mtn_2010,tt_2010,Name_2011,ranking_2011,total_2011,mtn_2011,tt_2011,Name_2012,ranking_2012,total_2012,mtn_2012,tt_2012
46,"ETXEBARRIA, Unai",150.0,39.802908970042409,32.855616197855042,46.817474127667374,FREIRE Oscar,,,32.278533856558404,45.695876288659797,ARRIETA Jose Luis,52.0,38.382238309844013,34.032793447982513,45.636540330417887,AUGUSTYN John-Lee,48.0,39.776752040179666,34.828446662507801,44.275491949910553,DEAN Julian,157.0,36.47229006826641,30.543471783564744,39.674267100977197,DANIELSON Tom,9.0,39.661840093533591,34.766981016070602,46.499704200354962,BASSO Ivan,25.0,39.479413305066942,34.839224023385597,45.584415584415588
47,"EVANS, Cadel",8.0,41.556213188868213,36.241356445960029,50.449027928550287,POSTHUMA Joost,85.0,39.525533639556876,32.584448544216663,48.436667052960942,CALZATI Sylvain,,,35.90919513872965,47.718120805369125,CARDENAS Flix,,,35.808706122555819,46.173913043478265,FARRAR Tyler,,,30.766891818517472,48.841463414634148,DEAN Julian,145.0,36.822109965348808,30.222748464441651,38.11217068045903,CANUTI Federico,114.0,38.615126009177693,33.152803826944556,43.550465282748753
48,"FACCI, Mauro",144.0,39.883184487097253,32.982126779180476,47.726636168424982,RASMUSSEN Mickael,18.0,40.573959190466063,35.448738194451522,45.263157894736842,DESSEL Cyril,,,33.554576095410944,43.480975609756094,CHEULA Gianpaolo,88.0,39.381776608560962,34.204668450180733,45.12306289881495,HESJEDAL Ryder,7.0,39.447944686151679,36.243746353881235,42.587412587412587,FARRAR Tyler,159.0,36.688197857181059,30.084222071257273,39.477649422400802,KOREN Kristijan,98.0,38.665769808434767,33.132555494713785,44.977821586988668
49,"FEDRIGO, Pierrick",46.0,40.852749418780952,34.479512957103381,48.825214899713473,WEENING Pieter,93.0,39.496719496719493,32.60796221322537,44.90330898152127,ELMIGER Martin,74.0,38.125587756276573,33.21341364154322,45.979112271540473,COOKE Baden,,,34.528016153457848,42.719227674979884,HUNTER Robert,,,31.515717813521992,47.256637168141594,HESJEDAL Ryder,18.0,39.373744459679216,34.437334282742917,44.182124789207421,NERZ Dominik,47.0,39.166446289733962,34.292440491760395,46.085090266380504
50,"FLECHA, Juan Antonio",73.0,40.521614347527752,33.86773152883783,48.262839879154079,EVANS Cadel,5.0,40.750407022452784,35.634255750599131,48.554832713754649,GADRET John,54.0,38.336097555155177,34.066603775160075,44.880535202293729,DUENAS NEVADO Moises,,,37.832904671036253,45.598969514813227,MAASKANT Martijn,139.0,36.770361229526586,30.838422430131462,44.470588235294116,MILLAR David,76.0,37.815357665664223,30.786240168856949,44.854479741297318,OSS Daniel,105.0,38.638474452980404,33.232992173389519,38.142003981420039
51,"FLORES, Iker",155.0,39.656451800837715,33.040991786290014,45.427885897094107,AERTS Mario,106.0,39.423037765454133,32.32111174071769,45.043646944713863,GERRANS Simon,94.0,37.912120005309973,33.069947241739811,44.842440318302394,FROOME Christopher,84.0,39.437408632761404,34.17988878118463,47.421363563787324,MILLAR David,158.0,36.465594926850976,30.246075770093235,45.52325581395349,NAVARDAUSKAS Ramunas,157.0,36.709794035104409,30.214301567599115,42.771630691093776,SAGAN Peter,42.0,39.192662606941383,33.881075958908539,44.878288664863533
52,"FÖRSTER, Robert",151.0,39.793601270146027,32.855616197855042,45.732689210950078,BRANDT Christophe,40.0,40.085861999671167,33.995446951118232,45.440313111545983,GOUBERT Stephane,27.0,38.754583614783364,34.936344723075997,45.874308042982747,HUNTER Robert,107.0,39.137605600249223,33.208751772065312,45.3920220082531,VAN SUMMEREN Johan,30.0,38.767216449730036,34.626492594031312,39.847328244274806,VANDE VELDE Christian,17.0,39.374246666198985,34.096791250382658,45.565217391304351,SZMYD Sylvester,71.0,38.919069318807153,33.533342569994353,44.188354920711781
53,"FRIGO, Dario",,,34.493585232501488,54.881917518505468,HORNER Christopher,64.0,39.809382701117272,33.680521944514354,46.081587651598674,TURPIN Ludovic,44.0,38.487182558696695,34.378290942483801,44.121515815847168,LONGO BORGHINI Paolo,,,34.528016153457848,43.956953642384107,ZABRISKIE David,101.0,37.147082823337414,32.533561839474437,46.686541737649058,ZABRISKIE David,,,,55.795148247978439,VANOTTI Alessandro,118.0,38.572767996666322,33.041396257324678,42.986340084785681
54,"FRITSCH, Nicolas",,,33.663736674770895,53.505154639175259,MC EWEN Robbie,116.0,39.320015171832956,32.099266571336315,45.341722716424385,ZUBELDIA Haimar,5.0,39.167141590196358,35.825219704485399,47.691266079891676,POZZATO Filippo,67.0,39.608067382737033,33.632192447866991,45.5451617850023,LE MEVEL Christophe,42.0,38.443250724246724,33.852911066345236,39.234073013600572,VINOKOUROV Alexandre,,,,53.557567917206036,HESJEDAL Ryder,,,,51.086474501108654
55,"FURLAN, Angelo",,,32.004064008128012,53.856796956070568,RODRIGUEZ Fred,,,,47.77570093457944,ANTON Igor,,,34.211436581769192,48.04054054054054,BELTRAN Manuel,,,,45.756139595002153,CASAR Sandy,25.0,38.947099503315194,35.249819469756886,40.660237388724035,DI GREGORIO Rmy,39.0,38.564602267403728,32.918670571482309,38.598788672450482,DANIELSON Thomas,,,,49.65517241379311
56,"GALVEZ, Isaac",,,,50.857422831945122,STEEGMANS Gert,137.0,39.052342447630856,32.096009445971625,44.478024901564325,ASTARLOZA Mikel,9.0,39.124573794447151,35.647456561050397,48.843175777187106,CHICCHI Francesco,,,34.401520809287796,43.170731707317074,DI GREGORIO Rmy,78.0,37.662273495041887,32.986340160571494,38.858560794044664,FOFONOV Dmitriy,106.0,37.280357466336575,30.597108108783061,39.757207890743615,FARRAR Tyler,151.0,38.220735217322662,32.638327005663783,34.745113842434016
57,"GARATE, Juan Manuel",66.0,40.590799669825088,33.973321756975416,48.51936218678815,VANSEVENANT Wim,139.0,39.033238360940551,32.096009445971625,43.838892385147886,AZANZA Jorge,82.0,38.038809433604847,33.249949073130985,44.828171404327541,FISCHER Murilo Antoniobil,76.0,39.506713323364835,33.901770081672723,45.027289266221956,GESLIN Anthony,146.0,36.67552492153451,30.967449588399663,39.789473684210527,GRIVKO Andriy,144.0,36.848042112048134,30.148874215642046,41.317680042053617,HUNTER Robert,,,,49.442060085836914
58,"GARCIA ACOSTA, Vicente",148.0,39.831103555325598,32.923156354874799,46.342126733750341,VANSUMMEREN Johan,112.0,39.336109998984149,32.426840633737186,46.383309288647204,ISASI Inaki,90.0,37.977322896073616,33.065927654609098,45.410980982056522,KREUZIGER Roman,13.0,40.404097732625786,36.032915613402892,47.247852370346799,LADAGNOUS Matthieu,93.0,37.225553662691652,31.913701316895491,41.010101010101003,IGLINSKIY Maxim,105.0,37.282383560485748,31.571623676140906,38.994542748470316,MARTIN Daniel,35.0,39.289784963016139,34.728476821192054,45.853535987941214
59,"GARZELLI, Stefano",32.0,41.13667375974503,35.216150707207071,49.286540686463553,LANDIS Floyd,1.0,40.789292685193793,35.659089511550206,49.721627408993577,LANDALUZE Inigo,43.0,38.543048740987778,34.460161297132963,44.913921360255053,KUSCHYNSKI Aleksandr,128.0,38.975117023897511,33.494315625281217,45.129919465126882,ROUX Anthony,167.0,36.261664666087697,30.939876856211519,43.795445465441468,KREUZIGER Roman,112.0,37.186050713726431,31.039986488198284,41.964762413240791,MILLAR David,106.0,38.638474452980404,33.206336474834565,45.493519441674984
60,"GEROSA, Mauro",137.0,39.92110234470497,32.855616197855042,48.322147651006709,GRABSCH Bert,107.0,39.409230916596073,32.358986282259934,48.263279445727484,PEREZ Ruben,50.0,38.408851139117935,33.993668777074312,46.855875831485591,NIBALI Vincenzo,20.0,40.285458289450929,35.734630524530353,46.779020318160342,ROY Jrmy,143.0,36.696055216887501,31.058459953644093,45.353744311129496,TIRALONGO Paolo,,,32.305512448552733,53.557567917205688,VAN SUMMEREN Johan,147.0,38.323591729378244,32.773293057653248,44.473684210526322
61,"GERRANS, Simons",126.0,40.049547108461717,32.923156354874799,46.890478811227297,HUNTER Robert,,,32.322913279762183,46.151843817787423,TXURRUKA Amets,23.0,38.873684210526321,35.248082371639825,46.06430517711172,QUINZIATO Manuel,130.0,38.966109683599157,33.114533699756819,44.621394230769234,SULZBERGER Wesley,152.0,36.585055501917033,30.6082231047147,39.602601156069369,VAITKUS Tomas,140.0,36.930696622761367,30.275524072319921,42.311143010945635,VANDE VELDE Christian,60.0,39.046664909042974,33.519767330371693,45.675675675675677
62,"GESLIN, Anthony",97.0,40.312324668038158,33.44405594405594,48.217317487266556,JALABERT Nicolas,103.0,39.432602021714715,32.392425568361666,46.270342079043502,VERDUGO Gorka,48.0,38.427571029607883,34.217720160330053,46.200262352426755,WILLEMS Frederik,113.0,39.068874051038144,33.392812640183422,43.099695254680022,VAUGRENARD Beno®t,96.0,37.194083370685796,32.046392397148928,41.241534988713319,ZEITS Andrey,45.0,38.424436298458417,32.642114330879281,39.530595138306786,ZABRISKIE David,100.0,38.652473341459597,33.137789760818968,46.336633663366335
63,"GILBERT, Philippe",70.0,40.524280727701147,33.876061270868789,47.945976364659543,MARTIN PERDIGUERO M.Angel,,,33.22329582419701,46.423739908356971,BALLAN Alessandro,88.0,37.994388782294806,32.963091612611372,47.054108216432866,CUNEGO Damiano,,,36.019354838709681,47.623318385650222,KARPETS Vladimir,,,33.624907338769461,47.117647058823529,BRAJKOVIC Janez,,,,55.126498002663119,PERAUD Jean-Christophe,44.0,39.177172448347655,33.969597512523748,45.573033707865171
64,"GIUNTI, Massimo",80.0,40.481914134395069,33.794606053468378,48.853211009174309,MERCKX Axel,31.0,40.269286531391273,34.419856163502722,46.321622520226086,BENNATI Daniele,75.0,38.120046509420533,33.238844631249698,45.0,BALLAN Alessandro,94.0,39.345983787767132,33.517104749707329,45.102505694760822,BRUTT Pavel,102.0,37.125203878216745,32.009867445237241,44.889434889434888,HORNER Christopher,,,,55.126498002663119,BOUET Maxime,55.0,39.091284541838363,33.870498950427901,46.096729385023359
65,"GLOMSER, Gerrit",,,,53.54195323246217,MOERENHOUT Koos,62.0,39.833713046082906,33.332375341284667,47.173814898419863,BOSSONI Paolo,95.0,37.907982372825359,32.719662588001341,44.446314018298459,BONO Matteo,117.0,39.047682894127398,33.287622227522064,43.376661311523293,IVANOV Serguei,109.0,37.054274958454386,31.822062178900151,38.18181818181818,IRIZAR Markel,84.0,37.645423282358969,31.422635992921442,44.066529620631655,CHEREL Mikael,62.0,39.037583726122548,33.767627551567962,42.955989644622264
66,"GOMEZ, Jose Angel",,,,53.450051493305871,MOOS Alexandre,97.0,39.457538122182797,32.5317426183219,45.62882096069869,BRUSEGHIN Marzio,41.0,38.543742314728732,34.335767897411735,47.201250837614481,BRUSEGHIN Marzio,27.0,40.158450097307664,35.296720896906351,47.338221230474979,KOLOBNEV Alexandr,65.0,38.007502449601979,32.954527188851209,40.872483221476507,KL–DEN Andras,,,33.481729624895316,55.126498002663119,DUPONT Hubert,,,,48.301886792452834
67,"GONZALEZ GALDEANO, Igor",,,,55.646890636168692,PENA Victor Hugo,122.0,39.294783402876021,32.234276132331551,46.496829458226721,CORIONI Claudio,126.0,37.777607939046185,32.63305210124355,44.80441004982508,MARZANO Marco,92.0,39.348400171958488,34.392903345037887,44.387983858914957,MC EWEN Robbie,165.0,36.323751052794897,30.447309017464654,39.149999999999999,LEIPHEIMER Levi,32.0,38.827990868441404,33.034053223327675,42.787152966793684,HINAULT S<U+00E9>bastien,122.0,38.542299402370922,32.644422310756973,43.077649280151057
68,"GOUBERT, Stephane",34.0,41.089101046845961,35.224436351732884,47.995493380903198,CUNEGO Damiano,12.0,40.643350857749695,35.440794499618029,46.893301918545937,NAPOLITANO Danilo,,,37.5,45.650080256821838,MORI Massimiliano,140.0,38.899986035809043,33.114533699756819,43.14978933604533,PLIUSCHIN Alexandr,108.0,37.055322227812042,31.186492242166107,42.275356729656764,MURAVYEV Dmitriy,129.0,37.00551426516423,31.399014189183415,39.280359820089956,KADRI Blel,89.0,38.73954105261862,33.68484160716006,43.545270189669573
69,"GRABSCH, Bert",103.0,40.292606635366397,33.263137557959816,48.904620683057495,BALLAN Alessandro,67.0,39.707447129362656,33.044931761845518,46.6057091882248,RIGHI Daniele,96.0,37.90362206210682,32.928777779571021,44.306531082922746,RIGHI Daniele,127.0,38.978792266416825,33.421131397785096,43.112207867615041,RODRIGUEZ OLIVER Joaquin,8.0,39.428488942085032,36.403991619020566,38.96907216494845,PAULINHO Sergio,81.0,37.68310546875,31.275047862156985,42.725131364377603,MINARD S<U+00E9>bastien,65.0,38.989342756884156,33.982438518614522,43.34362384231774
70,"GRIVKO, Andriy",78.0,40.492814427502424,33.605293463197548,49.462989840348335,BENNATI Daniele,,,34.474050996146595,47.491071428571431,VALJAVEC Tadej,19.0,38.961601193255198,35.406507592190891,46.814355338945511,SZMYD Sylvester,26.0,40.162981304163864,35.610788055322267,45.826261379416756,VANDENBERGH Styn,,,,42.26912928759895,POPOVYCH Yaroslav,,,,54.188481675392666,RIBLON Christophe,73.0,38.909927118298313,33.608562364477294,45.487850467289725
71,"GUERINI, Giuseppe",20.0,41.38771905121542,35.892304324713095,49.81485090625609,BRUSEGHIN Marzio,20.0,40.465214919088382,34.892746472517224,47.441543700340517,VILA ERRANDONEA Patxi,29.0,38.732742018607425,34.88556992758889,45.88925081433225,TIRALONGO Paolo,49.0,39.772307558606904,34.918847921943893,45.350435180943656,VORGANOV Eduard,79.0,37.587770852565612,32.337539432176655,40.198019801980202,ZUBELDIA Haimar,16.0,39.386554729065921,34.207856750644495,44.198687910028113,ROCHE Nicolas,12.0,39.780193389369906,35.302433605977988,45.732899022801298
72,"GUSTOV, Volodymir",104.0,40.289970654022767,33.475919192704794,48.112941176470592,COMMESSO Salvatore,57.0,39.921645920827203,33.678565897475607,44.975788227698267,SCHUMACHER Stefan,87.0,37.998320599853351,33.013761801898013,47.195979899497495,HUSHOVD Thor,99.0,39.272185649663491,33.287622227522064,44.091448931116389,ROCHE Nicolas,15.0,39.352274841970669,35.958327487021187,42.504846839860413,ARROYO David,36.0,38.671852979311126,33.426396631532995,41.361164707945974,TAARAMAE Rein,36.0,39.271522559029698,34.168060291466674,46.974649337279637
73,"GUTIERREZ, Jose Enrique",49.0,40.842299396507897,34.465018516664998,49.611801242236027,RIGHI Daniele,109.0,39.377641390077791,32.897461352999578,44.759049046905119,F–RSTER Robert,135.0,37.706228215329368,32.63305210124355,44.399621809013553,BONNET William,102.0,39.199023557590827,33.196246122744256,45.868725868725868,BOUET Maxime,106.0,37.07313486856988,31.85419968304279,42.0,AMADOR Andrey,166.0,36.479444122756227,30.415318543282002,40.578213732576145,DI GREGORIO R<U+00E9>my,,,,43.283132530120483
74,"HALGAND, Patrice",52.0,40.758505931145763,34.364926497739546,47.923502390550297,TIRALONGO Paolo,70.0,39.667488204207316,33.145350277211499,44.558635394456289,FOTHEN Markus,34.0,38.589109951416958,34.195354138035064,47.573165240882489,BOTCHAROV Alexandre,18.0,40.29584626560127,35.529204628618096,44.621394230769234,CHAMPION Dimitri,160.0,36.429321641131658,30.780548590988936,43.055773762765121,COSTA Rui Alberto,90.0,37.585608620217329,31.008039683811806,42.787152966793684,DUMOULIN Samuel,107.0,38.633968494609462,32.963164732011904,43.062404152412412
75,"HERAS, Roberto",45.0,40.873536336772915,34.514764549044763,49.120784087633325,VALJAVEC Tadej,17.0,40.589970865255658,35.329596685756066,46.219175052526815,HAUSSLER Heinrich,129.0,37.757186170587822,32.658385888529629,44.404286614835051,ENGOULVENT Jimmy,138.0,38.913216439620776,33.114533699756819,43.112207867615041,ELMIGER Martin,75.0,37.740548195996475,32.760218593205714,41.95177956371986,ERVITI Imanol,88.0,37.610107335615687,31.056771805899402,41.303205465055171,EDET Nicolas,128.0,38.483506204088371,32.89527334316093,43.123449497932668
76,"HERRERO, David",,,33.049579196369663,53.588022715539495,VILA ERRANDONEA Patxi,22.0,40.454894634308225,35.029397551546388,45.823922815480756,KOHL Bernhard,31.0,38.705911761782716,34.812950560935036,45.934137593739813,FOFONOV Dmitriy,19.0,40.285711590999831,35.484417703014763,46.060794044665016,GADRET John,19.0,39.252131634412727,36.100790618231763,37.566826593557231,GUTIERREZ Jos Ivan,102.0,37.342591360518703,30.498095735942051,41.072983800731585,FOUCHARD Julien,149.0,38.306099720665294,32.66068759342302,44.419566804575332
77,"HINAULT, Sebastien",115.0,40.142779545278188,33.099749113245089,46.578587699316628,VALVERDE Alejandro,,,,51.017964071856284,KRAUSS Sven,137.0,37.701692986033088,32.727535209008373,45.904203323558164,GERRANS Simon,79.0,39.496728178352036,33.624090338770387,45.371219065077909,LE LAY David,,,,45.511363636363633,INTXAUSTI Benat,,,,51.111111111111107,GHYSELINCK Jan,152.0,38.204612289119332,32.442130226323663,43.374524714828901
78,"HINCAPIE, George",14.0,41.462288649085352,35.967285375560124,51.130226045209042,ARROYO David,21.0,40.458375587720106,35.180635180635178,45.648754914809956,SCHOLZ Ronny,81.0,38.078369209345048,33.380233300067076,44.455664247396662,LE MEVEL Christophe,40.0,39.895266441674238,34.76122283793039,44.688534456816129,MONDORY Lloyd,118.0,36.964430710934685,31.318454699601304,38.195121951219505,KIRYIENKA Vasil,,,,51.111111111111107,MATE MARDONES Luis Angel,130.0,38.477036964588088,33.006042296072508,43.420958724872129
79,"HONCHAR, Serhiy",,,,54.364525139664806,BRARD Florent,,,32.319610611577616,44.440191387559807,WEGMANN Fabian,60.0,38.248700900589874,33.691389317767118,45.028766247602817,PAURIOL Rmi,80.0,39.481151695346078,34.383371824480371,44.661654135338345,NOCENTINI Rinaldo,98.0,37.155294077638537,31.968938578846426,39.122055674518201,ROJAS Jose Joaquin,80.0,37.704968090628718,30.771291513532976,41.609317098994175,MONCOUTIE David,,,33.418256721595839,43.60050568900126
80,"HORNER, Christopher",33.0,41.112089491034048,35.310404233064666,49.262792714657415,GALVEZ Isaac,,,32.886168572677697,45.403329065300895,WROLICH Peter,133.0,37.733351732723413,32.658385888529629,43.68372093023256,RENSHAW Mark,,,34.528016153457848,44.268445185493952,RIBLON Christophe,28.0,38.817719405247608,35.312354673693996,38.996798292422625,VENTOSO Francisco,139.0,36.931801187990885,30.190972935233482,39.945790276130779,ZINGLE Romain,90.0,38.735964995953736,33.276926981978171,43.441627990003575
81,"HULSMANS, Kevin",,,32.302544864645647,53.294540475782988,GARCIA ACOSTA Vicente,115.0,39.323421007042967,32.249513393270924,45.69866608353378,HUSHOVD Thor,139.0,37.694394664210733,32.63305210124355,44.353027599958025,DEVOLDER Stijn,,,37.083220384928168,47.794779477947792,SASTRE Carlos,20.0,39.216204736750797,35.700355227415201,42.620528771384137,BASSO Ivan,8.0,39.675093500584779,34.846086024971321,43.804569942411376,COPPEL J<U+00E9>r<U+00F4>me,21.0,39.583812847844541,34.833824148085817,44.839700282520575
82,"HUNTER, Robert",,,32.004064008128012,55.310834813499113,KARPETS Vladimir,30.0,40.28530513328927,34.35528303563494,48.12989405803777,BONNET William,109.0,37.820632421535883,32.680617957281179,46.240700218818382,BARREDO Carlos,89.0,39.378872062149668,33.91069313545853,46.941678520625885,GUSTOV Volodymir,34.0,38.616947954404878,34.65458663646659,40.390567428150327,BODNAR Maciej,143.0,36.885907002586912,30.381630173333001,43.869767441860468,DELAPLACE Anthony,,,,48.710359408033831
83,"HUSHOVD, Thor",116.0,40.134433127897665,33.194196751337543,48.653278766536594,PEREIRO SIO Oscar,2.0,40.782090717319186,35.075657529965625,48.532280538783091,BOTCHAROV Alexandre,33.0,38.643297220743847,34.609219286713881,45.725413826679656,CARRARA Matteo,36.0,39.977288113384724,34.909386496034685,44.328358208955223,HUNT Jrmy,163.0,36.397767968684931,30.484432152734406,41.102362204724407,KOREN Kristjan,87.0,37.615377585524108,30.606789851029639,44.99141385231826,ENGOULVENT Jimmy,153.0,38.200902461894202,32.66068759342302,35.642827614716822
84,"IGLINSKIY, Maxim",37.0,41.027707105378362,35.001016466761534,48.736771856230341,PORTAL Nicolas,100.0,39.452099127985377,32.630591765919533,46.930159443072085,CHARTEAU Anthony,136.0,37.702467216240791,32.827319898636418,44.549383366712348,DE JONGH Steven,125.0,38.993974803724669,33.114533699756819,43.973941368078179,HUSHOVD Thor,111.0,37.006791200230325,31.272594151832699,39.861818181818187,LONGO BORGHINI Paolo,126.0,37.015498066488803,30.519367293560844,38.360175695461265,FEILLU Brice,91.0,38.735249863844899,34.36322532027129,44.506217995610832
85,"ISASI, Inaki",122.0,40.088403407188821,33.265708323672619,47.27205474385056,ZANDIO Xabier,33.0,40.215286962737153,34.407602622548779,46.306226456902287,DEAN Julian,107.0,37.827534342135088,32.719662588001341,45.067178502879081,FACCI Mauro,,,,45.404018811457888,KLIER Andreas,168.0,36.217790055248621,30.404413400364817,38.653032440056414,OSS Daniel,100.0,37.373333817600695,30.197918121544237,43.037050556671005,JEANDESBOZ Fabrice,54.0,39.091527318459178,34.27712352793786,43.581661891117484
86,"JAKSCHE, Jorg",16.0,41.458699979804386,36.032774190847924,50.063656840662027,BOONEN Tom,,,33.05961000208184,47.886563133018235,FOFONOV Dmitriy,26.0,38.82565126627977,34.966580976863753,47.312213142281429,ROSSELER Sbastien,98.0,39.310979537994299,33.772911499606799,47.075606276747507,KONOVALOVAS Ignatas,127.0,36.873776577792782,31.800344340866438,47.128116938950988,PATERSKI Maciej,69.0,37.968845129668466,31.16737753432092,41.860465116279144,LEMOINE Cyril,136.0,38.436624104640295,32.751800807761171,44.927999999999997
87,"JALABERT, Nicolas",138.0,39.920609442907946,33.159354416239744,47.434350932541527,CRETSKENS Wilfried,,,36.451578611672161,45.143220878421388,HALGAND Patrice,30.0,38.710808425529613,34.723782293474933,44.455664247396662,STEEGMANS Gert,111.0,39.106431677729461,33.463866855807076,44.045676998368684,LANCASTER Brett Daniel,159.0,36.458699472759228,30.489872401177834,43.971119133574007,SABATINI Fabio,167.0,36.438967385530653,30.084222071257273,39.797468354430379,LEVARLET Guillaume,75.0,38.894058763555478,33.801001224673954,42.905500705218621
88,"JOLY, Sebastien",106.0,40.280684706234112,33.844097382620916,48.583919406956852,DE JONGH Steven,,,33.343906616760769,45.695876288659797,HINAULT Sbastien,132.0,37.736454048149682,32.680617957281179,45.052766229613049,TOSATTO Matteo,96.0,39.324370356503891,33.432138686787027,44.229337304542071,LLOYD Daniel,164.0,36.390090095091125,30.596803319056221,38.734982332155475,SZMYD Sylvester,42.0,38.51336177857624,33.227564884875115,42.11466333273799,MARINO Jean Marc,131.0,38.475978568830669,32.882209704557567,34.72412404349577
89,"JULICH, Bobby",17.0,41.458567078057385,35.971794202141552,51.335609560152641,GARATE Juan Manuel,72.0,39.662827584752527,33.269587500717144,44.596670934699098,LE MEVEL Christophe,,,36.009515727382762,43.918013401655493,VAN DE WALLE Jurgen,78.0,39.500989513011632,34.14435259461608,46.110852352119238,VAN DEN BROECK Jurgen,5.0,39.495716299750576,36.400759902704046,42.048331415420023,VANOTTI Alessandro,133.0,36.985341248779434,30.079790498792914,38.586156111929306,SIMON Julien,92.0,38.705000138354691,33.175175555133805,43.796040791841634
90,"KARPETS, Vladimir",50.0,40.833272818547201,34.409913060857399,50.533807829181491,POZZATO Filippo,133.0,39.207018546974943,32.237561382377471,45.474921118485476,LEIPHEIMER Levi,3.0,39.222845841840709,35.855754529638155,49.798515376458113,DESSEL Cyril,28.0,40.149390750180942,35.415014748326939,45.650169074700273,AERTS Mario,33.0,38.716158752657691,34.797515190603896,40.198019801980202,ROCHE Nicolas,26.0,39.087329222431848,33.585833203885265,41.375679943849867,WIGGINS Bradley,1.0,39.928192408821175,35.481179097408599,49.483529890199264
91,"KASHECHKIN, Andrey",19.0,41.427226076761933,36.01204794076429,49.86344127975029,RUJANO Josƒ,,,32.620807949370082,47.029177718832898,CONTADOR Alberto,1.0,39.226557110852006,35.892654522425211,49.149901151296667,ARRIETA Jose Luis,72.0,39.546948537921459,34.472538668148559,44.816659121774556,DE GREEF Francis,72.0,37.782093990985906,33.406657867722544,40.480059084194977,BOUET Maxime,55.0,38.239520364681404,31.980371172770223,43.67475458418226,BOASSON HAGEN Edvald,56.0,39.090798997643162,33.706131893559586,44.263368497635504
92,"KESSLER, Matthias",57.0,40.677742201309691,33.981703526068031,49.078341013824883,TANKINK Bram,94.0,39.489729807553871,32.923298196476217,44.783027965284475,GUSEV Vladimir,38.0,38.563866817101569,34.402347109110224,47.301622831561282,DUPONT Hubert,55.0,39.695058485329099,34.723388375781326,45.419788958556353,DELAGE Mickael,,,,44.132231404958681,DUPONT Hubert,22.0,39.228643136258221,34.443142950850394,42.524797114517582,CAVENDISH Mark,142.0,38.403675378199715,32.643744942211526,36.479796911360268
